name,api
NeatLE,"['Next', 'Change', 'Context', 'Address', 'register', 'read', 'close', 'Le', 'format', 'interrupted', 'Empty', 'remove', 'from', 'Characteristic', 'String', 'Uuid', 'interrupt', 'disconnect', 'Write', 'is', '<init>', 'Services', 'd', 'arraycopy', 'wrap', 'stop', 'Completed', 'Application', 'order', 'post', 'Discovered', 'Value', 'System', 'value', 'Array', 'length', 'set', 'All', 'as', 'Enabled', 'Bluetooth', 'for', 'size', 'Reliable', 'Type', 'Descriptor', 'Long', 'to', 'has', 'poll', 'Remote', 'discover', 'Device', 'connect', 'Gatt', 'on', 'Int', 'remaining', 'Action', 'Read', 'List', 'notify', 'Of', 'Extra', 'add', 'clear', 'current', 'Millis', 'allocate', 'Notification', 'iterator', 'append', 'At', 'next', 'Hex', 'check', 'get', 'Rssi', 'Service', 'equals', 'Adapter', 'wait', 'Mtu', 'Case', 'contains', 'write', 'State', 'Connection', 'call', 'Remaining', 'Time', 'i', 'e', 'start', 'Callbacks', 'Scan', 'Upper', 'Changed', 'Bytes', 'min', 'Name', 'unregister', 'Default', 'put', 'key', 'Receiver', 'Delayed']"
RxBluetoothAuto,"['Next', 'Accessible', 'Parameter', 'println', 'matcher', 'Change', 'Pool', 'Hash', 'Feature', 'Loader', 'Address', 'register', 'read', 'close', 'Le', 'Code', 'Boolean', 'compile', 'format', 'Empty', 'last', 'remove', 'Executor', 'Manager', 'from', 'And', 'Level', 'Characteristic', 'String', 'Index', 'Uuid', 'disconnect', 'Tx', 'Flags', 'Write', 'is', 'identity', '<init>', 'Package', 'Services', 'Provider', 'Priority', 'new', 'arraycopy', 'Canonical', 'Trace', 'nano', 'wrap', 'compare', 'stop', 'Manufacturer', 'Completed', 'Record', 'starts', 'Application', 'order', 'Discovered', 'Value', 'Thread', 'Set', 'System', 'hash', 'Cached', 'substring', 'Content', 'value', 'shutdown', 'Constructors', 'Simple', 'Array', 'Uuids', 'length', 'values', 'set', 'Stack', 'Callback', 'Method', 'All', 'as', 'Resolver', 'Enabled', 'take', 'int', 'Bluetooth', 'size', 'Type', 'split', 'Reliable', 'Descriptor', 'Byte', 'unmodifiable', 'Long', 'ends', 'to', 'has', 'Class', 'poll', 'Remote', 'discover', 'Device', 'connect', 'Map', 'Bits', 'ceil', 'Key', 'Data', 'Gatt', 'on', 'Int', 'Most', 'remaining', 'Action', 'position', 'Properties', 'List', 'Read', 'max', 'Advertise', 'notify', 'replace', 'Of', 'Extra', 'add', 'request', 'clear', 'current', 'Millis', 'Report', 'my', 'Notification', 'iterator', 'append', 'Id', 'Info', 'next', 'Descriptors', 'check', 'cancel', 'Delay', 'finalize', 'get', 'Rssi', 'Service', 'equals', 'Adapter', 'Match', 'Num', 'Parcelable', 'Characteristics', 'wait', 'Case', 'Mtu', 'Matches', 'Increment', 'contains', 'boolean', 'write', 'Field', 'entry', 'Single', 'State', 'Connection', 'Remaining', 'Time', 'Types', 'find', 'Declared', 'Power', 'start', 'Timestamp', 'Specific', 'Scan', 'Instance', 'Upper', 'Significant', 'Permission', 'Mode', 'build', 'submit', 'With', 'Changed', 'min', 'pow', 'Bytes', 'Name', 'long', 'Short', 'unregister', 'Uid', 'Bonded', 'invoke', 'Pid', 'Default', 'put', 'Devices', 'Scanner', 'key', 'Receiver', 'Nanos', 'Least']"
Blueteeth,"['Next', 'State', 'println', 'Application', 'Connection', 'Change', 'Context', 'post', 'Read', 'Feature', 'Discovered', 'Address', 'Value', 'read', 'start', 'close', 'System', 'Le', 'value', 'Of', 'add', 'Scan', 'clear', 'format', 'Looper', 'Main', 'set', 'Manager', 'from', 'Notification', 'iterator', 'append', 'Characteristic', 'String', 'next', 'check', 'Bluetooth', 'copy', 'Uuid', 'Changed', 'Type', 'get', 'disconnect', 'Descriptor', 'Name', 'Service', 'Write', '<init>', 'to', 'Adapter', 'Package', 'has', 'Services', 'Remote', 'Default', 'Device', 'connect', 'discover', 'put', 'on', 'stop', 'Gatt', 'Delayed', 'write']"
RxAndroidBle,"['Next', 'Accessible', 'Parameter', 'println', 'matcher', 'Change', 'Pool', 'Context', 'Hash', 'Feature', 'Loader', 'Char', 'Address', 'register', 'read', 'close', 'Le', 'Code', 'Boolean', 'compile', 'format', 'Empty', 'last', 'remove', 'Executor', 'Manager', 'from', 'And', 'Level', 'Characteristic', 'String', 'Index', 'Uuid', 'disconnect', 'Tx', 'Flags', 'Write', 'is', 'identity', '<init>', 'Package', 'Services', 'Provider', 'Priority', 'new', 'arraycopy', 'Canonical', 'Trace', 'nano', 'wrap', 'compare', 'stop', 'Manufacturer', 'Completed', 'Record', 'starts', 'Application', 'order', 'Discovered', 'Value', 'Thread', 'Set', 'System', 'hash', 'Cached', 'substring', 'Content', 'value', 'shutdown', 'Simple', 'Constructors', 'Array', 'Uuids', 'length', 'values', 'set', 'Stack', 'Callback', 'Method', 'All', 'as', 'Resolver', 'Enabled', 'take', 'int', 'Bluetooth', 'size', 'Type', 'split', 'Reliable', 'Descriptor', 'Byte', 'unmodifiable', 'Long', 'ends', 'to', 'has', 'Class', 'poll', 'Remote', 'discover', 'Device', 'connect', 'Map', 'ceil', 'Bits', 'Key', 'Data', 'Gatt', 'on', 'Int', 'Most', 'remaining', 'position', 'Properties', 'List', 'Read', 'max', 'Advertise', 'notify', 'replace', 'Of', 'Extra', 'add', 'request', 'clear', 'current', 'Millis', 'Report', 'my', 'Notification', 'iterator', 'append', 'Id', 'Info', 'next', 'Descriptors', 'check', 'cancel', 'Delay', 'finalize', 'get', 'Rssi', 'Service', 'equals', 'Adapter', 'Match', 'Num', 'Parcelable', 'Characteristics', 'wait', 'Case', 'Mtu', 'Matches', 'Increment', 'contains', 'boolean', 'Daemon', 'write', 'Field', 'entry', 'Single', 'State', 'Connection', 'Remaining', 'Time', 'Types', 'find', 'Declared', 'Power', 'start', 'Timestamp', 'Specific', 'Scan', 'Instance', 'Upper', 'Significant', 'Permission', 'Mode', 'build', 'submit', 'With', 'Changed', 'min', 'pow', 'Bytes', 'Name', 'long', 'Short', 'unregister', 'Uid', 'Bonded', 'invoke', 'Pid', 'Default', 'index', 'Serializable', 'put', 'Devices', 'Scanner', 'key', 'Receiver', 'Nanos', 'Least']"
LMBluetoothSdk,"['Failed', 'Next', 'Change', 'Feature', 'register', 'read', 'Discovering', 'close', 'Le', 'Code', 'Socket', 'Empty', 'Activity', 'Manager', 'from', 'Characteristic', 'String', 'enable', 'Input', 'Uuid', 'disconnect', 'Write', 'is', '<init>', 'listen', 'Package', 'Services', 'd', 'stop', 'Using', 'Record', 'Results', 'post', 'Discovered', 'Value', 'System', 'hash', 'Batch', 'set', 'Enabled', 'Bluetooth', 'create', 'Output', 'to', 'Stream', 'has', 'Remote', 'discover', 'Device', 'connect', 'on', 'Gatt', 'Int', 'Action', 'Read', 'Properties', 'Extra', 'Of', 'add', 'disable', 'Notification', 'iterator', 'append', 'next', 'cancel', 'get', 'Result', 'Rssi', 'Service', 'equals', 'Adapter', 'Parcelable', 'Ignore', 'Characteristics', 'Case', 'write', 'State', 'Connection', 'start', 'Scan', 'accept', 'Mode', 'To', 'build', 'copy', 'With', 'Changed', 'Short', 'unregister', 'Bonded', 'Discovery', 'Rfcomm', 'Default', 'put', 'Devices', 'Scanner', 'Receiver', 'Delayed']"
BlueDuff,"['Record', 'e', 'read', 'close', 'value', 'Of', 'add', 'Simple', 'sleep', 'Socket', 'To', 'Stack', 'from', 'All', 'append', 'String', 'enable', 'Enabled', 'Input', 'available', 'create', 'get', 'Name', 'Insecure', 'Service', 'is', 'Output', '<init>', 'Message', 'Bonded', 'to', 'Stream', 'Adapter', 'Rfcomm', 'd', 'arraycopy', 'Default', 'connect', 'Trace', 'Devices', 'print', 'write']"
Android Smooth Bluetooth,"['Record', 'Next', 'Action', 'post', 'send', 'Address', 'Value', 'register', 'read', 'Discovering', 'start', 'close', 'obtain', 'value', 'Of', 'Extra', 'add', 'clear', 'Socket', 'accept', 'Empty', 'To', 'from', 'iterator', 'append', 'String', 'next', 'Enabled', 'Input', 'check', 'Bluetooth', 'int', 'With', 'cancel', 'create', 'Target', 'get', 'Name', 'Insecure', 'Bytes', 'size', 'Service', 'is', 'Output', 'equals', '<init>', 'listen', 'Message', 'Bonded', 'Adapter', 'to', 'Stream', 'Discovery', 'Rfcomm', 'unregister', 'Remote', 'Parcelable', 'has', 'd', 'arraycopy', 'Default', 'Device', 'connect', 'Devices', 'contains', 'Receiver', 'Delayed', 'write', 'Using']"
Blue2Serial,"['Record', 'Next', 'List', 'Title', 'send', 'Address', 'find', 'e', 'read', 'close', 'System', 'obtain', 'By', 'Socket', 'To', 'set', 'On', 'from', 'iterator', 'Id', 'append', 'String', 'next', 'Enabled', 'Input', 'Target', 'size', 'cancel', 'create', 'Bytes', 'get', 'Name', 'Insecure', 'Listener', 'Service', 'is', 'Output', '<init>', 'Text', 'Message', 'Bonded', 'Adapter', 'to', 'Stream', 'has', 'Rfcomm', 'inflate', 'Remote', 'Item', 'd', 'arraycopy', 'Default', 'Device', 'put', 'connect', 'Devices', 'show', 'Data', 'View', 'Click', 'write']"
SmartGattLib,"['println', 'order', 'Remaining', 'position', 'Value', 'value', 'Of', 'add', 'allocate', 'length', 'Float', 'from', 'rewind', 'append', 'char', 'At', 'capacity', 'String', 'Hex', 'int', 'Bytes', 'pow', 'get', 'short', 'digit', 'Long', 'equals', 'Short', '<init>', 'byte', 'to', 'has', 'array', 'put', 'float', 'wrap', 'Int']"
Bluetooth LE Library for Android,"['Next', 'State', 'List', 'Bond', 'Loader', 'Bundle', 'Value', 'Address', 'read', 'Set', 'hash', 'Range', 'value', 'Code', 'Of', 'Array', 'add', 'clear', 'iterator', 'Collection', 'append', 'char', 'At', 'String', 'next', 'Hex', 'int', 'Bluetooth', 'copy', 'size', 'Bytes', 'pow', 'get', 'Name', 'unmodifiable', 'Long', 'equals', 'Service', '<init>', 'to', 'has', 'Class', 'Parcelable', 'Device', 'Serializable', 'put', 'index', 'Case', 'Map', 'key', 'Major', 'wrap', 'Sparse', 'Key', 'Lower', 'Byte', 'Int', 'write']"
Android-BluetoothSPPLibrary,"['Next', 'Bond', 'Address', 'read', 'Discovering', 'close', 'Socket', 'remove', 'from', 'String', 'enable', 'Input', 'Listener', 'is', '<init>', 'listen', 'd', 'Using', 'Record', 'post', 'send', 'Value', 'obtain', 'substring', 'value', 'length', 'set', 'On', 'Enabled', 'Target', 'size', 'create', 'Output', 'to', 'Stream', 'has', 'Extras', 'Remote', 'Item', 'Device', 'connect', 'Data', 'on', 'Int', 'Destroy', 'Action', 'Extra', 'Of', 'add', 'clear', 'make', 'iterator', 'append', 'next', 'cancel', 'get', 'Service', 'equals', 'Text', 'Message', 'Adapter', 'Parcelable', 'contains', 'Click', 'write', 'State', 'e', 'start', 'Create', 'accept', 'To', 'With', 'Bytes', 'Name', 'byte', 'Bonded', 'Discovery', 'Rfcomm', 'Default', 'put', 'show', 'Devices', 'Delayed']"
CoLocation,"['value', 'Of', 'Application', 'Default', 'Latitude', 'Looper', 'Context', 'get', 'Name', 'Longitude', 'Main', 'Location', '<init>', 'From']"
EasyLocation,"['value', 'Intent', 'Of', 'By', 'clear', 'put', 'Sender', 'get', 'i', 'find', '<init>', 'Id', 'append', 'View', 'String', 'to']"
EasyWayLocation,"['Last', 'Application', 'Context', 'sqrt', 'Longitude', 'Feature', 'Title', 'Value', 'read', 'Altitude', 'Location', 'replace', 'Double', 'start', 'System', 'value', 'Of', 'Code', 'request', 'double', 'make', 'set', 'remove', 'Activity', 'Stack', 'Country', 'Locality', 'append', 'All', 'From', 'String', 'Admin', 'next', 'Enabled', 'size', 'cos', 'Latitude', 'Speed', 'get', 'Name', 'create', 'Service', 'is', 'Between', '<init>', 'Known', 'Text', 'Message', 'to', 'Updates', 'dismiss', 'Area', 'Provider', 'Icon', 'Button', 'distance', 'Sub', 'Default', 'Trace', 'show', 'print', 'Base', 'Radians', 'Postal', 'Int', 'write']"
AddressPicker,"['Next', 'Application', 'Action', 'List', 'Time', 'Longitude', 'i', 'Address', 'Value', 'e', 'Location', 'Parts', 'Set', 'value', 'Of', 'Extra', 'Simple', 'Boolean', 'double', 'Instance', 'Looper', 'format', 'clear', 'make', 'length', 'my', 'set', 'Float', 'Empty', 'On', 'from', 'Stack', 'Line', 'iterator', 'append', 'Id', 'as', 'From', 'String', 'Info', 'next', 'size', 'Latitude', 'get', 'Name', 'Flags', 'Listener', 'is', '<init>', 'Text', 'to', 'has', 'inflate', 'Parcelable', 'Item', 'd', 'Default', 'put', 'Serializable', 'show', 'Trace', 'key', 'print', 'contains', 'boolean', 'Data', 'Click']"
HRCarMarkerAnimation,"['abs', 'Longitude', 'sin', 'start', 'Fraction', 'add', 'Float', 'set', 'Stack', 'Update', 'Degrees', 'Latitude', 'cos', 'Animated', 'get', 'end', 'Listener', '<init>', 'to', 'signum', 'Interpolator', 'Trace', 'print', 'of', 'atan2', 'Duration']"
AutocompleteLocationAndroid,"['Token', 'convert', 'find', 'Value', 'recycle', 'e', 'Drawable', 'Styled', 'System', 'Pixel', 'obtain', 'value', 'Width', 'By', 'Of', 'Simple', 'X', 'clear', 'Soft', 'make', 'length', 'Attached', 'set', 'To', 'Pre', 'Ime', 'Id', 'append', 'From', 'String', 'Enabled', 'Dimension', 'Color', 'Input', 'size', 'Attributes', 'Resource', 'get', 'Window', 'Name', 'Service', '<init>', 'Text', 'Message', 'Resources', 'to', 'Size', 'has', 'hide', 'Selection', 'put', 'show', 'Intrinsic', 'Key', 'View', 'on', 'Integer']"
LocationPicker,"['Next', 'parse', 'matcher', 'Feature', 'Address', 'Code', 'compile', 'double', 'Empty', 'matches', 'from', 'Country', 'String', 'Flags', 'Listener', 'is', '<init>', 'Cancelable', 'dismiss', 'd', 'Trace', 'print', 'Showing', 'Longitude', 'Value', 'Gravity', 'System', 'Content', 'value', 'Simple', 'Array', 'set', 'Stack', 'On', 'Line', 'Connected', 'as', 'From', 'Admin', 'size', 'Latitude', 'Finishing', 'to', 'has', 'Extras', 'Item', 'Fragment', 'Postal', 'View', 'on', 'round', 'Active', 'List', 'Double', 'Extra', 'Of', 'By', 'add', 'request', 'clear', 'make', 'Pre', 'Locality', 'Id', 'append', 'iterator', 'Info', 'next', 'cancel', 'get', 'Service', 'Text', 'Message', 'inflate', 'Click', 'i', 'find', 'e', 'Location', 'Network', 'pow', 'Window', 'Name', 'Execute', 'Post', 'group', 'Area', 'Default', 'put', 'show', 'trim']"
GeoLocator-Android,"['Last', 'Longitude', 'Location', 'Self', 'System', 'request', 'make', 'Permission', 'Enabled', 'check', 'Permissions', 'Latitude', 'get', 'Service', 'is', '<init>', 'Text', 'Known', 'Provider', 'show']"
LocationProvider,"['Last', 'Longitude', 'Location', 'start', 'System', 'request', 'remove', 'set', 'Stack', 'Level', 'Enabled', 'cancel', 'Latitude', 'get', 'Name', 'Service', 'is', 'equals', '<init>', 'Known', 'Updates', 'Provider', 'Logger', 'd', 'Trace', 'print']"
johnnylambada-location,"['should', 'Action', 'Lifecycle', 'Self', 'start', 'Parts', 'add', 'request', 'Observer', 'Permission', 'remove', 'set', 'Activity', 'from', 'Show', 'check', 'Permissions', 'Request', 'get', 'Flags', '<init>', 'run', 'Rationale', 'Data']"
Locationmanager,"['should', 'Next', 'Application', 'Context', 'Longitude', 'Self', 'value', 'Of', 'add', 'Array', 'request', 'make', 'Permission', 'Empty', 'Accuracy', 'iterator', 'Show', 'append', 'String', 'next', 'check', 'Latitude', 'Request', 'Permissions', 'get', 'is', '<init>', 'Text', 'to', 'has', 'show', 'Rationale']"
FusedBulb,"['should', 'Self', 'System', 'request', 'Permission', 'Show', 'Enabled', 'check', 'Latitude', 'Request', 'Permissions', 'get', 'Service', 'is', '<init>', 'Provider', 'finish', 'show', 'Rationale']"
Nibo,"['Reveal', 'Intent', 'abs', 'Context', 'Loader', 'Alias', 'process', 'Prevent', 'Bottom', 'format', 'remove', 'Manager', 'Hierarchy', 'String', 'Index', 'play', 'Layout', 'Scroll', 'Listener', 'Hit', 'Selection', 'Trace', 'print', 'reset', 'Support', 'Tag', 'Thread', 'value', 'open', 'On', 'descent', 'Raw', 'Show', 'split', 'Equals', 'draw', 'end', 'run', 'float', 'Sparse', 'Bounds', 'Data', 'Destroy', 'should', 'Animation', 'Spec', 'max', 'Double', 'Bitmap', 'setup', 'make', 'Ui', 'iterator', 'Pointer', 'next', 'Point', 'Localized', 'Created', 'Size', 'inflate', 'Slop', 'Intrinsic', 'wtf', 'Global', 'Values', 'Velocity', 'e', 'content', 'Focusable', 'Instance', 'Measured', 'Mode', 'Dimension', 'Color', 'Activities', 'Permissions', 'Right', 'settle', 'ARGB', 'trim', 'Next', 'Height', 'recycle', 'Slide', 'double', 'Activity', 'Restore', 'smooth', 'Input', 'Animated', 'Flags', 'is', '<init>', 'Resources', 'd', 'commit', 'Transaction', 'finish', 'toggle', 'Max', 'Visibility', 'Child', 'Parts', 'Array', 'set', 'Stack', 'Line', 'Enabled', 'int', 'Latitude', 'Type', 'Fragment', 'Card', 'Key', 'begin', 'Fake', 'on', 'Nested', 'Int', 'Theme', 'Offset', 'ascent', 'Drawables', 'replace', 'Extra', 'By', 'add', 'Millis', 'clip', 'translate', 'At', 'Shadow', 'Circular', 'check', 'Attributes', 'get', 'Horizontal', 'Text', 'Parcelable', 'Interpolator', 'Masked', 'Rationale', 'write', 'Save', 'find', 'Params', 'Filter', 'query', 'Attached', 'Alpha', 'With', 'Running', 'put', 'Settling', 'vibrate', 'restore', 'Duration', 'Scaled', 'v', 'Object', 'rotation', 'Draw', 'read', 'Circle', 'Anti', 'Event', 'Looper', 'Shown', 'height', 'Float', 'And', 'Transition', 'Resource', 'scale', 'In', 'Focus', 'compare', 'Resume', 'Top', 'Rotation', 'apply', 'post', 'Longitude', 'Corner', 'Value', 'Parent', 'System', 'obtain', 'Soft', 'length', 'All', 'char', 'Update', 'size', 'create', 'Class', 'Align', 'Display', 'View', 'Icon', 'List', 'Drawable', 'Pixel', 'continue', 'current', 'Stop', 'my', 'append', 'Layer', 'Info', 'cancel', 'Request', 'Service', 'Touch', 'animate', 'Base', 'Minimum', 'Editor', 'State', 'Start', 'i', 'Metrics', 'Create', 'capture', 'save', 'Window', 'Name', 'Together', 'Serializable', 'show', 'Rect', 'Image', 'Radians', 'sub', 'Change', 'Token', 'Parcel', 'Translation', 'Fling', 'Intercept', 'Boolean', 'X', 'For', 'Empty', 'from', 'enable', 'Style', 'Package', 'Y', 'Count', 'Fits', 'layout', 'Left', 'translation', 'Overlap', 'Application', 'Elevation', 'Navigation', 'Simple', 'Radius', 'Behavior', 'From', 'cos', 'to', 'Stream', 'has', 'Item', 'hide', 'End', 'ceil', 'Action', 'Menu', 'Captured', 'Of', 'Width', 'request', 'clear', 'Pre', 'Id', 'width', 'Delay', 'Result', 'equals', 'Message', 'Adapter', 'JSON', 'boolean', 'Measure', 'Click', 'Repeat', 'encode', 'Margins', 'Bold', 'Connection', 'Time', 'Location', 'Self', 'Styled', 'start', 'Hint', 'Path', 'Vertically', 'Windows', 'Permission', 'To', 'Progress', 'long', 'can', 'offset', 'Dither', 'Compound', 'of', 'Delayed']"
GeoFirebase,"['next', 'Next', 'add', '<init>', 'iterator', 'has']"
location-tracker-background,"['Preferences', 'Action', 'i', 'Value', 'Self', 'start', 'value', 'Of', 'Simple', 'Boolean', 'Extra', 'Create', 'make', 'Permission', 'set', 'Stack', 'append', 'String', 'int', 'check', 'edit', 'get', 'Name', 'long', 'Long', 'Service', '<init>', 'Shared', 'Text', 'to', 'd', 'commit', 'Default', 'put', 'Trace', 'show', 'print', 'boolean', 'on', 'Int', 'Destroy']"
Android-RxLocationSettings,"['Intent', 'Application', 'Support', 'w', 'Context', 'Tag', 'find', 'value', 'Of', 'By', 'add', 'Create', 'Manager', 'execute', 'Pending', 'get', '<init>', 'Transactions', 'Fragment', 'commit', 'Transaction', 'Sender', 'begin', 'on', 'Destroy']"
GpsDetector,"['Provider', 'Enabled', 'get', 'Activity', 'Service', 'is', '<init>', 'System']"
Android-EasyLocation,"['should', 'Application', 'apply', 'Preferences', 'Action', 'Start', 'Context', 'post', 'parse', 'Longitude', 'Title', 'send', 'register', 'Self', 'start', 'Double', 'System', 'hash', 'Callbacks', 'Broadcast', 'Extra', 'Code', 'add', 'request', 'Simple', 'Instance', 'Create', 'For', 'Permission', 'Empty', 'set', 'remove', 'Activity', 'Negative', 'And', 'append', 'Show', 'Positive', 'String', 'Enabled', 'Command', 'check', 'edit', 'Latitude', 'Request', 'Permissions', 'get', 'Result', 'create', 'Name', 'Messages', 'split', 'Service', 'equals', 'is', 'Long', '<init>', 'unregister', 'Cancelable', 'Message', 'to', 'Shared', 'Class', 'Provider', 'Parcelable', 'Button', 'd', 'put', 'show', 'Rationale', 'Receiver', 'on', 'Delayed', 'Int', 'Destroy']"
Location track library,"['Last', 'Single', 'apply', 'Preferences', 'post', 'Longitude', 'e', 'Power', 'Self', 'Location', 'Double', 'System', 'value', 'Of', 'request', 'double', 'Looper', 'Main', 'Permission', 'set', 'Accuracy', 'remove', 'To', 'append', 'Update', 'Requirement', 'String', 'Vertical', 'check', 'edit', 'Latitude', 'Speed', 'get', 'long', 'Service', 'Long', 'Horizontal', '<init>', 'Shared', 'Known', 'to', 'Updates', 'd', 'commit', 'put', 'Bearing', 'Bits', 'Delayed']"
SamLocationAndGeocoding,"['Longitude', 'Title', 'Location', 'e', 'Self', 'start', 'Parts', 'value', 'Of', 'For', 'Permission', 'set', 'Activity', 'from', 'Negative', 'Positive', 'append', 'From', 'String', 'check', 'size', 'cancel', 'Latitude', 'get', 'Name', 'Result', '<init>', 'Message', 'to', 'Package', 'Button', 'd', 'Default', 'show', 'Data']"
Leku,"['Sequence', 'Object', 'Next', 'Token', 'Feature', 'Loader', 'Address', 'read', 'close', 'Code', 'Boolean', 'double', 'format', 'Empty', 'remove', 'Manager', 'Country', 'String', 'Input', 'disconnect', 'Listener', 'is', '<init>', 'Package', 'Connect', 'Application', 'Visible', 'Longitude', 'Bundle', 'Value', 'Visibility', 'Set', 'Present', 'hash', 'value', 'open', 'Array', 'Soft', 'length', 'set', 'On', 'Method', 'Line', 'char', 'All', 'From', 'ID', 'int', 'size', 'Latitude', 'to', 'Stream', 'has', 'Class', 'Extras', 'Item', 'hide', 'Sub', 'connect', 'Key', 'Data', 'Postal', 'Display', 'Int', 'Icon', 'Do', 'Action', 'List', 'Read', 'notify', 'Double', 'Extra', 'Of', 'add', 'Timeout', 'clear', 'make', 'Locality', 'Id', 'append', 'iterator', 'At', 'Info', 'next', 'Request', 'get', 'Text', 'Adapter', 'inflate', 'Parcelable', 'JSON', 'contains', 'Editor', 'Click', 'write', 'Connection', 'find', 'Location', 'Response', 'copy', 'Changed', 'Window', 'Name', 'Default', 'put', 'show', 'key', 'sub']"
